title,answer,img,bogi1,bogi2,bogi3,bogi4
(가)에 들어갈 내용으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m30.gif?1540875896,해산된 군인들이 합류하였습니다.,서울을 향해 진격 작전을 벌였습니다.,곽재우가 의병장으로 활약하였습니다.,13도 의병의 연합 부대가 만들어졌습니다.
다음 내용에 해당하는 인물의 활동으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m31.gif?1540875896,서시라는 시를 남겼다.,소설 상록수를 집필하였다.,조선말 큰사전을 편찬하였다.,어린이날을 처음으로 만들었다.
(가)에 들어갈 세시 풍속으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m32.gif?1540875896,동지,한식,단오,추석
밑줄 그은‘이 시기’에 있었던 사실로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m33.gif?1540875896,별기군을 창설하였다.,우정총국을 설치하였다.,창씨개명을 실시하였다.,육영 공원을 설립하였다.
(가)에 들어갈 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m34.gif?1540875896,3·1 운동,브나로드 운동,물산 장려 운동,광주 학생 항일 운동
밑줄 그은 ‘이 사람’으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m35.gif?1540875896,김원봉,김좌진,안창호,최익현
밑줄 그은 ‘나’의 활동으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m36.gif?1540875896,진단 학회에 참여하였다.,신흥 강습소를 설립하였다.,한인 애국단을 조직하였다.,한국광복군에서 활약하였다.
다음 대화에 해당하는 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m37.gif?1540875896,4·19 혁명,6월 민주 항쟁,부·마 민주 항쟁,5·18 민주화 운동
밑줄 그은 ‘이 전쟁’에 대한 설명으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m38.gif?1540875896,중국군이 개입하였다.,인천 상륙 작전이 전개되었다.,부산이 임시 수도로 정해졌다.,봉오동에서 홍범도 부대가 승리하였다.
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320181027/k320181027m40.gif?1540875897,개성 공단 조성 합의,금강산 관광 사업 시작,7·4 남북 공동 성명 발표,남북한 유엔(UN) 동시 가입
선생님의 질문에 대한 학생의 대답으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m2.gif?1535439854,대가야를 정복했어요.,낙랑과 왜에 철을 수출했어요.,8조법으로 백성을 다스렷어요.,동맹이라는 제천 행사를 열었어요.
밑줄 그은 ‘나’의 업적으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m3.gif?1535439854,평양으로 천도하였다.,22담로를 설치하였다.,경국대전을 편찬하였다.,독서삼품과를 실시하였다.
밑줄 그은 ‘이 왕’으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m7.gif?1535439855,근초고왕,김수로왕,소수림왕,선덕 여왕
다음 가상의 상장을 받은 인물로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m8.gif?1535439855,원효,의천,일연,지눌
(가)에 들어갈 문화유산으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m9.gif?1535439856,관촉사,금산사,부석사,석굴암
다음 퀴즈의 정답으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m12.gif?1535439853,양반,중인,호족,문벌 귀족
밑줄 그은 ‘나’에 해당하는 인물로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m13.gif?1535439853,서희,윤관,김종서,배중손
(가)에 들어갈 왕으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m14.gif?1535439853,태조,광종,충렬왕,공민왕
다음 답사 지역을 지도에서 옳게 찾은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m15.gif?1535439853,(가),(나),(다),(라)
다음 가상 편지에 나타난 시기의 사실로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m16.gif?1535439853,비변사가 설치되었다.,홍경래가 난을 일으켰다.,곽재우가 의병장으로 활약하였다.,황룡사 구층 목탑이 불타 없어졌다.
선생님의 질문에 대한 학생의 대답으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m17.gif?1535439853,①,②,③,④
(가)에 들어갈 내용으로 가장 적절한 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m18.gif?1535439853,계유정난을 주도하다,고창 전투에서 승리하다,훈련도감 설치를 건의하다,화통도감에서 화포를 제작하다
(가)에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m19.gif?1535439853,서경 천도를 주장하였다.,대부분 친원적 성향을 보였다.,성리학을 사상적 기반으로 삼았다.,교정도감을 통해 권력을 행사하였다.
다음 가상 인터뷰의 주인공으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m23.gif?1535439854,김만덕,유관순,신사임당,허난설헌
(가)에 들어갈 세시 풍속으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m24.gif?1535439854,단오,동지,추석,칠석
밑줄 그은 ‘이 사람’으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m25.gif?1535439854,박제가,박지원,정약전,홍대용
다음 자료에 해당하는 전통 놀이로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m26.gif?1535439854,격구,씨름,투호,고싸움
밑줄 그은 ‘이곳’으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m27.gif?1535439854,서원,향교,성균관,배재 학당
다음 학생이 생각하고 있는 단체의 활동으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m30.gif?1535439854,브나로드 운동을 주도하였다.,조선 혁명 선언을 발표하였다.,평양에 대성 학교를 설립하였다.,조선 건국 준비 위원회를 조직하였다.
밑줄 그은 ‘이 문화유산’으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m31.gif?1535439854,대한문,독립문,숭례문,흥인지문
밑줄 그은 ‘이 정책’으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m32.gif?1535439855,방곡령,회사령,산미 증식 계획,토지 조사 사업
(가)~(다)를 일어난 순서대로 옳게 나열한 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m33.gif?1535439855,(가)-(나)-(다),(가)-(다)-(나),(나)-(가)-(다),(나)-(다)-(가)
밑줄 그은 ‘이 단체’로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m34.gif?1535439855,대한 광복회,조선어 학회,한인 애국단,조선 물산 장려회
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m37.gif?1535439855,농지 개혁법이 제정되었어.,경부 고속 국도를 개통했어.,한ㆍ일 월드컵 축구 대회를 개최했어.,국제 통화 기금에 구제 금융을 요청했어.
(가)에 들어갈 단체로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m38.gif?1535439855,신간회,대한 독립군,대한 국민 의회,대한민국 임시 정부
다음 가상 영화의 소재가 된 사건으로 가장 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m39.gif?1535439855,4ㆍ19 혁명,부ㆍ마 항쟁,6월 민주 항쟁,3선 개헌 반대 운동
다음 자료에 해당하는 시기의 통일 노력으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180811/k320180811m40.gif?1535439855,개성 공단 조성 합의,남북 기본 합의서 채택,남북 조절 위원회 설치,남북한 유엔 동시 가입
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m2.gif?1527514651,대가야를 정복함,측우기를 제작함,도읍을 평양으로 옮김,신라에 침입한 왜를 격퇴함
다음 건국 이야기가 전해지는 나라에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m3.gif?1527514651,화백 회의가 있었다.,지방에 22담로를 두었다.,우리나라 최초의 국가였다.,동맹이라는 제천 행사를 열었다.
다음 인물 카드 주인공의 업적으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m6.gif?1527514652,청해진을 설치하였다.,왜에 칠지도를 보냈다.,삼국사기를 저술하였다.,북한산 순수비를 세웠다.
다음 역사 만화 장면을 볼 수 있는 전투로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m7.gif?1527514652,기벌포 전투,매소성 전투,안시성 전투,황산벌 전투
(가)에 들어갈 인물로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m8.gif?1527514652,곽재우,김유신,연개소문,을지문덕
(가)에 들어갈 사찰로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m9.gif?1527514652,감은사,금신사,법주사,해인사
밑줄 그은 ‘나라’에 대한 설명으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m10.gif?1527514650,화랑도라는 단체가 있었다.,거란의 침입으로 멸망하였다.,전성기에 해동성국이라 불렸다.,상경을 도읍으로 삼기도 하였다.
학생들이 공통으로 이야기하고 있는 지역을 지도에서 옳게 찾은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m11.gif?1527514650,(가),(나),(다),(라)
(가)에 들어갈 세시 풍속으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m12.gif?1527514650,단오,한식,삼짇날,한가위
밑줄 그은 ‘이 섬’으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m13.gif?1527514650,독도,완도,강화도,거제도
(가)에 들어갈 인물로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m14.gif?1527514650,김부식,김윤후,문익점,최무선
(가)에 들어갈 내용으로 적절한 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m15.gif?1527514650,척화비를 세웠어요.,균역법을 시행하였어요.,장용영을 설치하였어요.,위화도 회군이 일어났어요.
(가)에 들어갈 제도로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m17.gif?1527514650,골품제,과거제,양천제,음서제
선생님의 질문에 대한 학생의 대답으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m18.gif?1527514650,대마도를 징벌하였어요.,조총을 다루는 부대도 있었어요.,배중손을 중심으로 몽골에 저항하였어요.,윤관의 건의로 조직되었어요.
다음 가상 대화가 이루어졌던 지역으로 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m19.gif?1527514650,군산진,당항성,벽란도,재물포
(가)에 들어갈 왕으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m20.gif?1527514651,성왕,공민왕,진흥왕,근초고왕
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m21.gif?1527514651,과거에 급제한 사람에게 주었던 증서야.,16세 이상의 남자에게 발급했던 신분증이야.,관원이 역에서 말을 빌리는 데 사용했던 증표야.,국가의 재정을 보충하기 위해 팔았던 관직 임명장이야.
다음 인물에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m22.gif?1527514651,광혜원을 설립하였다.,종두법을 보급하였다.,동의보감을 저술하였다.,앙부일구를 제작하였다.
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m23.gif?1527514651,경국대전,대전통편,대전회통,조선경국전
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m25.gif?1527514651,명성 황후가 시해된 곳이다.,병자호란 때 청나라에게 항복했던 곳이다.,땅의 신과 곡식의 신에게 제사를 지내던 곳이다.,조선 시대 역대 왕과 왕비의 신주를 모셔 놓은 곳이다.
밑줄 그은 ‘이 전쟁’ 중에 있었던 사실로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m26.gif?1527514651,이사부가 우산국을 정벌하였다.,강감찬이 귀주에서 거란을 물리쳤다.,권율이 행주산성에서 크게 승리하였다.,김좌진이 청산리에서 일본군을 격퇴하였다.
다음 학생이 생각하고 있는 인물로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m27.gif?1527514651,김홍집,박규수,유형원,최익현
다음 음성 아내기에서 설명하는 지도로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m28.gif?1527514651,대동여지도,동국대지도,곤여만국전도,혼일강리역대국도지도
밑줄 그은 ‘나’에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m29.gif?1527514651,양반전을 지었다.,한글을 창제하였다.,혼천의를 만들었다.,시무 28조를 올렸다.
밑줄 그은 ‘이 사건’으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m31.gif?1527514651,병인양요,신미양요,정묘호란,운요호 사건
다음 가상 대화가 이루어진 시기의 상황으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m32.gif?1527514651,천태종이 창시되었다.,교정도감이 설치되었다.,세도 정치가 전개되었다.,원종과 애노의 난이 일어났다.
다음 인물이 주도하여 일으킨 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m33.gif?1527514651,갑신정변,갑오개혁,임오군란,아관 파천
다음 탐구 주제에 대한 모둠별 발표 제목으로 적절하지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m35.gif?1527514652,(가),(나),(다),(라)
(가)에 들어갈 단체로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m36.gif?1527514652,신간회,독립 협회,한국광복군,한인 애국단
(가)~(다)를 일어난 순서대로 옳게 나열한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m37.gif?1527514652,(가) - (나) - (다),(가) - (다) - (나),(다) - (가) - (나),(다) - (나) - (가)
다음 상황이 나타난 시기에 볼 수 있는 모습으로 적절하지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m38.gif?1527514652,대동법 시행에 반대하는 지주,공출로 가마솥을 빼앗기는 농부,일본군 ‘위안부’로 끌려가는 여성,황국 신민 서사를 암송하는 학생
다음 상황이 나타난 시기를 연표에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m39.gif?1527514652,(가),(나),(다),(라)
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180527/k320180527m40.gif?1527514652,남북 조절 위원회 설치,7ㆍ4 남북 공동 성명 발표,제2차 남북 정상 회담 개최,남북한 국제 연합(UN) 동시 가입
다음 가상뉴스의 밑줄 그은 ‘나라’에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180203/k320180203m2.gif?1518210950,칠지도를 만들어 왜에 보냈다.,8조법으로 백성들을 다스렸다.,살수에서 수의 군대를 물리쳤다.,화랑도를 통해 인재를 길러 냈다.
(가)에 들어갈 왕으로 옳은 것은,2,https://img.comcbt.com/cbt/data/k3/k320180203/k320180203m3.gif?1518210951,지증왕,진흥왕,근초고왕,소수림왕
다음 무덤에 묻힌 왕에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320180203/k320180203m5.gif?1518210951,우산국을 정벌하였다.,금관가야를 정복하였다.,중국 남조의 양나라와 교류하였다.,안시성에서 당의 군대를 막아 냈다.
